"id","subproduct_id","subproduct_name","product_name","question","answer","language","tag","link","question_id","data_type","date"
118708,54,"bccpay_2_0","Карты","Какая максимальная сумма кэшбэка в месяц по карте #bccpay?","Держателям #bccpay максимальная сумма кешбэка: \n \u25ab10 000 тенге в месяц. \nДержателям #bccpay и #картакарта максимальная сумма кешбэка: \n \u25ab20 000 тенге в месяц.\n\n \u26a0 Данные условия актуальны для карт открытых с 4-го октября 2024 года. Выбор категории и зачисление кешбэка доступно в обновленном bcc.kz 4.0. В остальных случаях по карте #bcc pay кешбэк не начисляется.","ru","cashback","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=227841491","0df003d0-7894-4e28-a95d-4f0235c6e293","confluence","2025-03-17 14:32:33"
169000,14,"WesternUnion","Переводы","Western Union аударымдарын қайтару қалай жүзеге асырылады?","Western Union аударымын қайтару үшін: \n- Аударымды жөнелтуші банк бөлімшесінде жеке басын куәландыратын құжаттың түпнұсқасын көрсетіп аударымды қайтаруға өтінішті ресімдеуі қажет. \n- Аударым үшін комиссия қайтарылмайды. \n- Аударымды алушы немесе жөнелтуші бойынша қосымша ақпарат ұсынылғанға дейін Western Union компаниясы аударымды төлеуді кешіктіруі мүмкін.","kz","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=191865850","42964824-e0c7-4b42-9fd4-3989aff4ac46","confluence","2025-04-15 11:51:18.290585"
224088,22,"Ipoteka_DDU","Кредиты","Как получить средства ЕНПФ для частичного/ полного досрочного погашения ипотеки?","Инструкция для получения средств с ЕНПФ размещена на сайте банка bcc.kz, прямая ссылка на инструкцию: \n https://www.bcc.kz/personal/other/enpf-customer-journey/#:~:text=2-,%D0%9E%D1%82%D0%BA%D1%80%D0%BE%D0%B9%D1%82%D0%B5,-%D1%81%D0%BF%D0%B5%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D1%82%D0%B5%D0%BA%D1%83%D1%89%D0%B8%D0%B9%20%D1%81%D1%87%D0%B5%D1%82","ru","payments","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=220458012","cd6b8149-1e2d-466d-b16b-971c452c9004","confluence","2025-06-05 02:01:16"
224565,148,"Payments_Common","Платежи","Я за границей без доступа к SMS, как мне подтвердить перевод?","SMS-подтверждение для платежей в приложении BCC.KZ не нужно, достаточно лишь интернет-соединения.","ru","issues","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=220458012","f9359ef9-224f-4e79-a267-8fc6ade584c4","confluence","2025-06-05 02:01:48"
169586,21,"Ipoteka","Кредиты","#Ипотека бойынша тұрғын үйлерге қойылатын талаптар қандай?","Ипотека/Ипотека+ бойынша тұрғын үйлерге қойылатын талаптар: I және II капитальділік тобына сәйкес келетін үйлер рұқсат етіледі. \nШымкентте, Қызылордада, Таразда және Түркістанда глинобитті, саман және сырцалы қабырғалары бар үйлер де рұқсат етіледі.","kz","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=220460326","089d52f5-8744-41f4-88f0-36988f2748a8","confluence","2025-05-14 17:22:07"
225000,54,"bccpay_2_0","Карты","Как подключить зарплатный проект по#bccpay","Чтобы открыть карту #bccpay, Вам необходимо обратиться в ближайшее отделение банка https://www.bcc.kz/branches-and-atms/. Возможны варианты получения карты: цифровая версия, именная в пластике и неименная в пластике. \n \nВ последней версии мобильного приложения bcc.kz для резидентов РК есть возможность заказать пластиковую карту и выбрать отделение, куда будет доставлена карта. \n \nДо момента доставки пластиковой карты в выбранное отделение, клиент может пользоваться цифровой картой привязав к Apple Pay/Google Pay/Samsung Pay.","ru","opening","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=220458012","d5a5842d-daf4-4491-bd34-a39822ceba97","confluence","2025-06-05 02:02:12"
169001,14,"WesternUnion","Переводы","Каковы условия переводов Western Union?","Условия переводов Western Union: \n \u25abограничение на одну транзакцию - 1 000 USD, месячный лимит - 7 300 USD;\n \u25abпереводы можно осуществлять через отделение банка или через мобильное приложение BCC.KZ; \n \u25abскорость доставки - 15 минут по тарифу ""Срочный""; \n \u25abдоступные валюты для переводов - USD и KZT; \n \nДоступен также тариф ""12-часов"" максимальной суммой до 3 000 USD из Казахстана в страны СНГ, кроме Туркменистана.","ru","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=190128443","d192d2e7-3e5f-4ffd-8cd5-e6e95cc8239b","confluence","2025-04-15 11:52:31.436566"
224089,22,"Ipoteka_DDU","Кредиты","Ипотеканы мерзімінен бұрын ішінара/ толық өтеу үшін БЖЗҚ қаражатын қалай алуға болады?","БЖЗҚ-нан қаражат алуға арналған нұсқаулық bcc.kz банкінің сайтында орналастырылған, нұсқаулыққа тікелей сілтеме: \n https://www.bcc.kz/kz/personal/other/enpf-customer-journey/#:~:text=2-,BCC.KZ,-%D2%9B%D0%BE%D0%BB%D0%B4%D0%B0%D0%BD%D0%B1%D0%B0%D1%81%D1%8B%D0%BD%D0%B4%D0%B0%20%D0%BD%D0%B5%D0%BC%D0%B5%D1%81%D0%B5%20m","kz","issues","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=220458012","cd6b8149-1e2d-466d-b16b-971c452c9004","confluence","2025-06-05 02:01:16"
169003,14,"WesternUnion","Переводы","Какой срок хранения перевода Western Union в системе?","Перевод Western Union хранится в системе 45 дней, после чего требуется связь банка с региональным центром Western Union.","ru","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=191865841","d18270f6-1553-48b1-83c4-64d40ed82480","confluence","2025-05-02 14:35:26"
169591,29,"Zaklad_deneg","Кредиты","Какие тарифы установлены на досрочные погашения по кредиту ""Под заклад денег""?","Тарифы при досрочном и частично досрочном погашении залогового кредита ""Под заклад денег"": \n- 1% от суммы погашения (взимается до 6 месяцев с даты получения займа, выданного на срок до одного года), \n- 1% от суммы погашения (взимается до одного года с даты получения займа, выданного на срок свыше 1 года). \nТариф не взимается в течение четырнадцати календарных дней с даты заключения Договора.","ru","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=217847271","7492995d-75e7-4db8-97ed-2fef74d12a38","confluence","2025-04-17 16:52:33.771202"
169592,29,"Zaklad_deneg","Кредиты","Ақша кепілімен берілетін несие бойынша мерзімінен бұрын өтеуге қандай тарифтер белгіленген?","Ақша кепілімен берілетін кепілді несиені мерзімінен бұрын толық және ішінара өтеу кезіндегі тарифтер: \n- өтеу сомасының 1%-ы (бір жылға дейінгі мерзімге берілген қарызды алған күннен бастап 6 айға дейін алынады), \n- өтеу сомасының 1%-ы (1 жылдан астам мерзімге берілген қарызды алған күннен бастап бір жылға дейін алынады). \nШарт жасалған күннен бастап 14 күнтізбелік күн ішінде тариф алынбайды","kz","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=217847271","7492995d-75e7-4db8-97ed-2fef74d12a38","confluence","2025-04-17 16:52:33.851196"
169597,29,"Zaklad_deneg","Кредиты","Что можно оставить в залог по кредиту ""Под заклад денег""?","По условиям залогового кредита Под заклад денег предлагается залог в виде денег.","ru","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=217847267","3304018b-713a-47d7-9820-72f99853634b","confluence","2025-04-17 16:56:44.804812"
169598,29,"Zaklad_deneg","Кредиты","Ақша кепілімен берілетін несие бойынша кепілге не қалдыруға болады?","Кепiлдi несие «Ақша кепілімен берілетін несие» шарттары бойынша ақша түрiндегi кепiл ұсынылады.","kz","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=217847267","3304018b-713a-47d7-9820-72f99853634b","confluence","2025-04-17 16:56:44.903644"
224566,148,"Payments_Common","Платежи","Шетелде SMS қабылдай алмасам аударымды қалай растауым керек?","BCC.KZ қосымшасында төлемдер үшін SMS растау қажет емес, тек интернет байланысы жеткілікті.","kz","issues","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=220458012","f9359ef9-224f-4e79-a267-8fc6ade584c4","confluence","2025-06-05 02:01:48"
76548,1233,"Pakety_uslug","Карты","«Стандарт» Қызметтер пакеті бойынша қандай жоғарылатылған кэшбэк ұсынылады?","«Стандарт» Қызметтер пакеті #bccpay картасы бойынша жоғарылатылған кэшбэкті ұсынады: \n \u25aa + 1 қосымша санат.","kz","cashback","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=250041284","0657fb50-824e-41e3-85a8-125c4d993d93","confluence","2025-02-27 09:22:03.866269"
26317,44,"GoldCard","Карты","Каковы тарифы для карты #GoldCard по переводам?"," Тарифы на переводы по карте #GoldCard в календарный месяц \n \n \u25aa переводы между своими счетами внутри банка через BCC.KZ или Интернет — бесплатно.\n \n \u25aa переводы на карту другого клиента внутри банка через BCC.KZ или Интернет — бесплатно. \n \n \u25aa переводы в другой банк РК: \n \u25ab по номеру телефона в системе BCC.KZ (СМП) — бесплатно. \n \u25ab по номеру телефона в системе BCC.KZ (VISA Allias) — бесплатно до 300 000 KZT в месяц, свыше этой суммы - 1% минимум 250 KZT. \n \u25ab на карту через Интернет — 0,5% минимум 250 KZT. \n \n \u25aa переводы на счёт в другой банк РК — до 300 000 KZT в месяц бесплатно, свыше 0,3% минимум 500 KZT, максимум 5 000 KZT.","ru","commissions","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=235595073","98a20502-3c57-46ee-adc8-dfbe31cf8b37","faq","2025-01-20 15:42:21"
169599,22,"Ipoteka_DDU","Кредиты","Какая максимальная сумма займа по #Ипотеке ДДУ?","Максимальная сумма займа по Ипотеке ДДУ составляет до 80% от договора долевого участия или до 80 млн тенге.","ru","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=225186197","f6794fbc-516c-4d96-af31-9fb3498db7f3","confluence","2025-04-17 16:58:02.369887"
169600,22,"Ipoteka_DDU","Кредиты","#ҰҚШ Ипотека бойынша қарыздың ең жоғары сомасы қандай?","#ҮҚШ/ДДУ Ипотекасы бойынша максималды несие сомасы үлестік қатысу шартының 80%-ына дейін немесе 80 миллион теңгеге дейін.","kz","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=225186197","f6794fbc-516c-4d96-af31-9fb3498db7f3","confluence","2025-04-17 16:58:02.427132"
224090,147,"Credits_Common","Кредиты","Можно заплатить кредит без комиссии?","Вы можете внести ежемесячный платеж по кредиту без комиссий: \n \u25abв мобильном приложении BCC.KZ \n \u25abв банкоматах и терминалах Банка ЦентрКредит \n \u25abв кассах Банка ЦентрКредит \n \nКасса24 и Qiwi взимает комиссию за пополнение #картакарта и при погашении кредита в своих терминалах и онлайн-сервисах. \n \nАдрес банкоматов можете посмотреть по ссылке: https://www.bcc.kz/branches-and-atms/.","ru","commissions","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=220458012","f47f067f-8d90-40ad-b8cd-5777826e2ff2","confluence","2025-06-05 02:01:16"
224567,1223,"BCC_KZ_Common","BСС.KZ","где раздел кредитный отчёт?","Для того, чтобы получить кредитный отчет Вам необходимо перейти в личный кабинет через веб-банкинг по ссылке https://m.bcc.kz/.  \n1. Заявка подается в странице «Мои заявки». \n2. Раздел «Кредитный отчет». \n3. По готовности справка будет отображаться в этом же разделе, но на вкладке «История заявок». Комиссия за выгрузку данной справки - 600 тенге.","ru","commissions","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=220458012","5dafe9b6-044f-435b-b7cf-b22f53e9f79a","confluence","2025-06-05 02:01:48"
225001,54,"bccpay_2_0","Карты","#bccpay арқылы жалақы жобасын қалай қосады?","#Bccpay картасын ашу үшін Сізге жақын жердегі банк бөлімшесіне баруңыз қажет: https://www.bcc.kz/branches-and-atms/. Картаны ашудың келесі нұсқалары бар: виртуалды нұсқа, пластикте және пластикте атаулы емес.\n \nbcc.kz мобильді қосымшаның соңғы нұсқасында ҚР резиденттері үшін пластикалық картаға тапсырыс беруге және карта жеткізілетін бөлімшені таңдауға мүмкіндік бар. \n \nПластикалық картаны таңдалған бөлімге жеткізгенге дейін Apple Pay/Google Pay/Samsung Pay қызметіне қосылу арқылы виртуалды картаны пайдалана аласыз.","kz","opening","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=220458012","d5a5842d-daf4-4491-bd34-a39822ceba97","confluence","2025-06-05 02:02:12"
45367,44,"GoldCard","Карты","Какова комиссия за снятие наличных в кассах по карте #GoldCard?","Тарифы за снятие наличных в кассах Банка с карты #GoldCard: \n \u25ab KZT — 1,5% + 300 KZT; \n \u25ab USD — 1,5% + 300 KZT; \n \u25ab CNY — 1,5% + 300 KZT.","ru","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=235595073","e7584a68-16d9-48e0-8e8d-8012b35b5d5b","confluence","2025-04-22 17:16:10"
26318,44,"GoldCard","Карты","Аударымдар бойынша #GoldCard картасы үшін тарифтер қандай?"," Күнтізбелік айдағы #GoldCard картасы бойынша аударымдар тарифтері \n \n \u25aa BCC.KZ немесе Интернет арқылы банк ішіндегі өз шоттары арасындағы аударымдар — тегін.\n \n \u25aa BCC.KZ немесе Интернет арқылы банк ішіндегі басқа клиенттің картасына аударымдар — тегін. \n \n \u25aa ҚР басқа банкіне ақша аудару: \n \u25ab BCC.KZ жүйесінде телефон нөмірі арқылы (СМП) — тегін. \n \u25ab BCC.KZ жүйесінде телефон нөмірі арқылы (VISA Allias) — айына 300 000 KZT дейін тегін, одан жоғары - 1% кемінде 250 KZT. \n \u25ab Интернет арқылы картаға ақша аудару — 0,5% кемінде 250 KZT. \n \n \u25aa ҚР басқа банкіне шотқа ақша аудару — айына 300 000 KZT дейін тегін, одан жоғары 0,3% кемінде 500 KZT, көбінде 5 000 KZT.","kz","commissions","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=235595073","98a20502-3c57-46ee-adc8-dfbe31cf8b37","faq","2025-01-20 15:42:23"
169611,24,"Avtokredit_probeg_fl","Кредиты","Как досрочно расторгнуть страхование по автокредиту с пробегом от физ.лиц?","Досрочное расторжение страхования ""Авто с пробегом от частных лиц: \n- При досрочном погашении займа, за не использованный срок возвращается 90% от остатка страховой премии. \n- Сумма возврата рассчитывается следующим образом: (100 000 – 10% * 100 000) / 365 * 198 = 48 822 тенге. Например, если страховая премия составляет 100 000 тенге, а оставшийся срок — 198 дней, то сумма возврата составит 48 822 тенге. \n- Для расторжения договора страхования необходимо позвонить в Колл-Центр 2040.","ru","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=230727716,https://kb.apps.bcc.kz/pages/viewpage.action?pageId=230727220","a5c4ed8e-4dec-48a8-9b65-6e21f9fef17b","confluence","2025-04-17 17:10:18.137614"
169612,24,"Avtokredit_probeg_fl","Кредиты","Жеке тұлғалардан жүрілген автокөлік несиесі бойынша сақтандыруды мерзімінен бұрын қалай тоқтатуға болады?","""Жеке тұлғалардан алынған автокредит бойынша сақтандыруды мерзімінен бұрын бұзу: \n- Несие мерзімінен бұрын өтеу кезінде пайдаланылмаған мерзім үшін сақтандыру сыйақысының қалдығының 90%-ы қайтарылады. \n- Қайтару сомасы келесі түрде есептеледі: (100 000 – 10% * 100 000) / 365 * 198 = 48 822 теңге. Мысалы, егер сақтандыру сыйақысы 100 000 теңге болса, ал қалған мерзім 198 күн болса, қайтару сомасы 48 822 теңгені құрайды. \n- Сақтандыру шартын бұзу үшін 2040 Колл-Орталығына қоңырау шалу қажет.","kz","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=230727716,https://kb.apps.bcc.kz/pages/viewpage.action?pageId=230727220","a5c4ed8e-4dec-48a8-9b65-6e21f9fef17b","confluence","2025-04-17 17:10:18.189734"
224091,147,"Credits_Common","Кредиты","Несиені комиссиясыз төлеуге болады ма?","Сіз ай сайынғы несие төлемін комиссиясыз келесі жолдармен жасай аласыз: \n \u25abBCC.KZ мобильді қосымшасында \n \u25abБанк ЦентрКредит банкоматтары мен терминалдарында \n \u25abБанк ЦентрКредит кассаларында \n \nКасса24 және Qiwi өз терминалдары мен онлайн-сервистерінде #картакарта толтыру және несие төлемін жасаған кезде комиссия алады. \n \nБанкоматтардың мекенжайын мына сілтеме арқылы көре аласыз: https://www.bcc.kz/kz/branches-and-atms/.","kz","commissions","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=220458012","f47f067f-8d90-40ad-b8cd-5777826e2ff2","confluence","2025-06-05 02:01:16"
168567,54,"bccpay_2_0","Карты","В каких отделениях открывают Visa Silver MonoCard?","Вы можете обратиться в ближайшее отделение банка https://www.bcc.kz/branches-and-atms/ для открытия карты.","ru","opening","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=230721761","cb09977b-64aa-4510-8ad3-a81675e0d5a5","confluence","2025-04-10 02:03:01"
26319,44,"GoldCard","Карты","Каковы тарифы на переводы и платежи по карте #GoldCard?"," Тарифы на переводы и платежи по карте #GoldCard следующие: \n \u25aa переводы на свою карту/счёт или карту/счёт другого клиента внутри банка через банкомат или ИПТ — 150 KZT. \n \u25aa переводы на карту в другой банк РК через банкомат — 1% + 250 KZT. \n \u25aa переводы на карту в зарубежный банк через банкомат — 2,5% + 500 KZT. \n \u25aa переводы на карту в зарубежный банк через Интернет/ BCC.KZ — 0,5% + 500 KZT. \n \u25aa платежи безналичным путём через банкоматы/ ИПТ — 50 KZT.","ru","commissions","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=235595073","8ab4c795-bbdd-4d19-8f02-f0d7c30bb702","faq","2025-01-20 15:42:21"
169603,24,"Avtokredit_probeg_fl","Кредиты","Какие условия автокредитования с пробегом от физ.лиц?","Условия кредитования Авто с пробегом от физического лица: \n \n \u25abМаксимальный срок кредитования: до 84 месяцев. \n \u25abМаксимальная сумма займа: 15 000 000 тенге. \n \u25abПервоначальный взнос: от 30% от стоимости автомобиля.","ru","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=230727220","ac683cde-3ac3-4712-994e-b37e566e9742","confluence","2025-04-17 17:03:23.915619"
169604,24,"Avtokredit_probeg_fl","Кредиты","Жеке тұлғадан жүрілген автокөлікке несие беру шарттары қандай?","Жеке тұлғадан жүрілген автокөлікке несие беру шарттары:\n \n \u25abМаксималды несие мерзімі: 84 айға дейін. \n \u25abМаксималды несие сомасы: 15 000 000 теңге. \n \u25abМаксималды несие сомасы: 15 000 000 теңге.","kz","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=230727220","ac683cde-3ac3-4712-994e-b37e566e9742","confluence","2025-04-17 17:03:24.07924"
169605,24,"Avtokredit_probeg_fl","Кредиты","Как узнать что мне отказали в выплате страхования по  автокредиту с пробегом от физ.лиц?","Решение об отказе страховой выплаты по Автокредиту с пробегом от физических лиц направляется клиенту в письменной форме с обоснованием причины.","ru","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=230727709","6d88ae2d-cf83-4fdd-9ecd-5d89ff62d9c9","confluence","2025-04-17 17:08:02.720796"
169606,24,"Avtokredit_probeg_fl","Кредиты","""Жеке тұлғадан жүрілген авто"" автонесие бойынша сақтандыру төлемінен бас тартылғанын қалай білуге болады?","Жеке тұлғалардан жүрілген авто автонесиесі бойынша сақтандыру төлемін жүзеге асырудан бас тарту туралы шешім Сақтанушыға себебін негіздей отырып, жазбаша нысанда жіберіледі.","kz","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=230727709","6d88ae2d-cf83-4fdd-9ecd-5d89ff62d9c9","confluence","2025-04-17 17:08:02.799603"
169607,24,"Avtokredit_probeg_fl","Кредиты","Какой максимальный срок по автокредиту с пробегом от физ.лиц?","Максимальный срок по Автокредита с пробегом от физических лиц составляет до 84 месяцев.","ru","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=230727220","ee3ce366-9eb5-47a0-a257-125c7d4e259b","confluence","2025-04-17 17:08:11.625468"
169608,24,"Avtokredit_probeg_fl","Кредиты","Жеке тұлғалардан жүрілген авто автонесиенің максималды мерзімі қандай?","Жеке тұлғалардан жүрілген авто автонесиесі бойынша максималды мерзім - 84 айға дейін.","kz","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=230727220","ee3ce366-9eb5-47a0-a257-125c7d4e259b","confluence","2025-04-17 17:08:11.667087"
169613,24,"Avtokredit_probeg_fl","Кредиты","С какого возраста можно оформить автокредит с пробегом от физ.лиц?","Для получения Автокредита с пробегом от физических лиц необходимо быть резидентом РК в возрасте от 21 года на момент выдачи займа и не старше 68 лет на момент окончания займа.","ru","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=230727226","5613b4fc-b7d8-436a-92d1-33ad6748231d","confluence","2025-04-17 17:10:26.118993"
169614,24,"Avtokredit_probeg_fl","Кредиты","Жеке тұлғалардан жүрілген авто автонесиесін қанша жастан алуға болады?","Жеке тұлғалардан жүрілген авто автонесиесін алу үшін қарыз беру сәтінде 21 жастан асқан және қарыз аяқталған сәтте 68 жастан аспаған ҚР резиденті болу қажет.","kz","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=230727226","5613b4fc-b7d8-436a-92d1-33ad6748231d","confluence","2025-04-17 17:10:26.153415"
169615,24,"Avtokredit_probeg_fl","Кредиты","как происходит выплата страховки в случае угона для автокредита с пробегом  от физ.лиц?","Процедура выплат по ""Автокредиту с пробегом от физических лиц"" в случае угона осуществляется в течение 30 рабочих дней после предоставления всех необходимых документов. \n \n Выплата производится в размере реального ущерба, за вычетом франшизы, но не более страховой суммы и суммы основного долга на дату выплаты, с учетом амортизации.","ru","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=230727709","cce77300-72fb-4378-9c49-b1b100863383","confluence","2025-04-17 17:11:29.357157"
169616,24,"Avtokredit_probeg_fl","Кредиты","Жеке тұлғалардан жүрілген автокөлік несиесінің сақтандыру айдап әкету жағдайда  қалай орындалады?","Айдап әкету жағдайында ""жеке тұлғалардан жүрілген авто автонесиесі"" бойынша төлеу рәсімі барлық қажетті құжаттарды ұсынғаннан кейін 30 жұмыс күні ішінде жүзеге асырылады. \n \n Төлем франшиза шегеріле отырып, нақты залал мөлшерінде, бірақ сақтандыру сомасынан аспайтын және төлемді жүзеге асыру күніндегі негізгі қарыз сомасынан аспайтын мөлшерде жүргізіледі.","kz","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=230727709","cce77300-72fb-4378-9c49-b1b100863383","confluence","2025-04-17 17:11:29.403026"
26320,44,"GoldCard","Карты","#GoldCard картасы бойынша аударымдар мен төлемдердің тарифтері қандай?"," #GoldCard картасы бойынша аударымдар мен төлемдерге арналған тарифтер: \n \u25aa Банкомат/АТТ арқылы банк ішіндегі өз картасына/шотына немесе банк ішіндегі басқа клиенттің картасына/шотына аударымдар — 150 KZT. \n \u25aa Банкомат арқылы ҚР басқа банкіне картаға ақша аудару — 1% + 250 KZT. \n \u25aa Банкомат арқылы шетел банкіне картаға ақша аудару — 2,5% + 500 KZT. \n \u25aa Интернет/BCC.KZ арқылы шетел банкіне картаға ақша аудару — 0,5% + 500 KZT. \n \u25aa Банкомат/АТТ арқылы қолма-қол ақшасыз төлем жасау — 50 KZT.","kz","commissions","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=235595073","8ab4c795-bbdd-4d19-8f02-f0d7c30bb702","faq","2025-01-20 15:42:23"
118709,54,"bccpay_2_0","Карты","#bccpay картасы бойынша айына максималды кешбэк сомасы қандай?","#bccpay картасын ұстаушылар үшін максималды кешбэк сомасы: \n \u25abАйына 10 000 теңге. \n#bccpay және #картакарта карталарын ұстаушылар үшін максималды кэшбэк сомасы: \n \u25abАйына 20 000 теңге. \n\n \u26a0 Бұл шарттар 2024 жылдың 4 қазанынан бастап ашылған карталар үшін қолданылады. Категорияны таңдау және кэшбэкті есептеу жаңартылған bcc.kz 4.0 мобильді қосымшасында қолжетімді. Басқа жағдайларда #bccpay картасы бойынша кэшбэк есептелмейді.","kz","cashback","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=227841491","0df003d0-7894-4e28-a95d-4f0235c6e293","confluence","2025-03-17 14:32:33"
118711,54,"bccpay_2_0","Карты","#bcc pay картасы бойынша кешбэк шарттары қандай?","Кешбэк алу шарттары:\n \u25aa#Bccpay ұстанушыларына:\nКешбэктің 2 санатын таңдау (10% дейін),\nКешбэктің ең жоғары сомасы - айына 10 000 теңге,\nСеріктестерде кешбэк 15% дейін.\n\n \u25aa#Bccpay және #картакарта ұстанушыларына,\nКешбэктің 3 санатын (10% дейін) таңдау,\nКешбэктің ең жоғары сомасы - айына 20 000 теңге,\nСеріктестерде кешбэк 15% дейін.\n\n \u26a0 Бұл шарттар 2024 жылдың 4 қазанынан бастап ашылған карталар үшін өзекті. Санат пен кешбэкті таңдау жаңартылған bcc.kz 4.0 нұсқасында қол жетімді. Басқа жағдайларда #Bccpay картасы бойынша кешбэк есептелмейді.
","kz","cashback","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=227841491","61b08b75-42f5-4185-962b-f61fcf59bd8d","confluence","2025-03-17 14:38:27"
168718,11,"Rakhmet","Депозиты","Рақмет депозиті бойынша сыйақы қашан есептеледі?","«Рақмет» депозиті бойынша сыйақы пайыздарға пайыздар есептеле отырып, ай сайын 1-ші күні есептеледі. \n""Рақмет"" салымы бойынша есептелген сыйақы ай сайын жинақ шотындағы сомаға қосылады.","kz","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=235599503","d92d363d-3264-4f6f-af3e-2b62bcc04183","confluence","2025-04-10 15:42:33.047669"
168719,9,"Champion","Депозиты","Как снять деньги с депозита Чемпион?","Для снятия средств с депозита Чемпион без комиссии сумма должна пролежать на вкладе не менее 15 календарных дней. На 16-й день можете снять наличные в отделении банка без комиссии. \n \nЕсли Вы желаете снять сумму более 2 000 000 тенге, то необходимо заказать сумму за один рабочий день. Для этого через мобильное приложение BCC.KZ необходимо перейти в раздел ""Сервис"" и выбрать ""Заказать наличные более 2 млн. ₸"".","ru","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=230721761","8f206ec5-dd69-4516-958e-ca94e51f4aa6","confluence","2025-04-10 15:42:44.378802"
168720,9,"Champion","Депозиты","Чемпион депозитінен қаражатты қалай шешіп алуға болады?","""Чемпион"" депозитінен комиссиясыз ақша алу үшін сома депозитте кемінде 15 күнтізбелік күн жатуы керек. 16-шы күні банк бөлімшесінде ақшаны комиссиясыз шешіп ала аласыз. \n \nЕгер сіз 2 000 000 теңгеден астам соманы шешіп алғыңыз келсе, бір жұмыс күн бұрын сомаға тапсырыс беру қажет. Ол үшін BCC.KZ мобильді қосымшасы арқылы ""Сервис"" бөліміне өтіп, ""2 млн ₸ және одан көп қолма-қол ақшаға тапсырыс беру"" опциясын таңдаңыз.","kz","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=230721761","8f206ec5-dd69-4516-958e-ca94e51f4aa6","confluence","2025-04-10 15:42:44.592374"
169002,14,"WesternUnion","Переводы","Western Union аударымдарының шарттары қандай?","Western Union аударымдарының шарттары: \n \u25abбір транзакцияға лимит - 1 000 USD, айлық лимит - 7 300 USD; \n \u25abаударымдарды банк бөлімшесі немесе BCC.KZ мобильді қосымшасы арқылы жүзеге асыруға болады; \n \u25abжеткізу жылдамдығы - «Мерзімді» тарифі бойынша 15 минут; \n \u25abаударымдар үшін қол жетімді валюталар - USD және KZT; \n \nСондай-ақ, Түркіменстаннан басқа ТМД елдеріне Қазақстаннан максималды сомасы 3 000 USD дейінгі «12 сағат» тарифі қолжетімді.","kz","undefined","https://kb.apps.bcc.kz/pages/viewpage.action?pageId=190128443","d192d2e7-3e5f-4ffd-8cd5-e6e95cc8239b","confluence","2025-04-15 11:52:31.482757"
